timestep,xmain,xhigh,xlow
3.584,-357051.07949578064,-159004.75969822082,939503.6903938421
3.592,-363055.44542799745,-180405.84994101114,976419.3926801493
3.6,-368143.64671816287,-201047.09591814628,1.0126452339042077e6
3.608,-372331.7638590719,-220847.17593654705,1.0481480840300921e6
3.616,-375630.61070227396,-239738.24102069266,1.082892853430902e6
3.624,-378068.9221422556,-257649.43206289198,1.1167945052220304e6
3.632,-379663.0183112712,-274526.1213553467,1.149836376823261e6
3.64,-380434.7681581551,-290296.57493556483,1.1820269400026973e6
3.648,-380416.0940986164,-304923.1518566501,1.2132824018510312e6
3.656,-379629.43442421575,-318360.28061815404,1.2435944222288893e6
3.664,-378111.88481881435,-330574.99832240393,1.2729251954936585e6
3.672,-375897.77461554116,-341527.3750592067,1.301238068201731e6
3.68,-373016.56166537676,-351197.2387469123,1.3284729298352364e6
3.688,-369500.1731646822,-359563.18533439416,1.3546638695602396e6
3.696,-365395.8866781451,-366621.18542535714,1.379750213135162e6
3.704,-360730.4125619974,-372357.72455663997,1.4037259116394515e6
3.712,-355551.40664290456,-376775.7846148557,1.426537469289829e6
3.72,-349893.9653145267,-379886.26019363006,1.4481601039630421e6
3.728,-343796.18335562624,-381695.3249153111,1.46859070428777e6
3.736,-337307.24492369854,-382226.1854407289,1.4877846405573066e6
3.744,-330460.066472895,-381502.64640443213,1.5057360263020988e6
3.752,-323289.8284575399,-379559.87520845095,1.5224254785452455e6
3.76,-315842.1046120422,-376419.0524302534,1.5378419824733427e6
3.768,-308149.9284400939,-372131.47630584927,1.5519652172587977e6
3.776,-300257.3731407411,-366736.9508673692,1.5648024744892728e6
3.784,-292195.8395740551,-360282.7562776516,1.5762783617739144e6
3.792,-284001.2034255277,-352818.8795901546,1.5864058951748097e6
3.8,-275711.62329059915,-344396.66951610585,1.5951615096618978e6
3.808,-267351.85632259166,-335078.8187775827,1.6026064033089576e6
3.816,-258964.50296295437,-324931.1636592318,1.6086382989276676e6
3.824,-250568.96603711968,-314011.2421105884,1.613313325926113e6
3.832,-242196.0282803082,-302385.9038017944,1.61659314907456e6
3.84,-233882.18605272679,-290124.20981976355,1.6185063110295255e6
3.848,-225643.48615271947,-277288.46022315655,1.6190280231804496e6
3.856,-217501.05472036704,-263953.6358017103,1.6181953115690649e6
3.864,-209481.4562857481,-250190.18828166017,1.615980279807967e6
3.872,-201595.9812121881,-236066.27850640932,1.6123846119812336e6
3.88,-193859.29837895307,-221650.4861445016,1.6073844123312286e6
3.888,-186297.0466279509,-207010.44268174368,1.6010591351546969e6
3.896,-178913.8296114235,-192228.2587748098,1.5933854949088795e6
3.904,-171711.03062662465,-177354.87033765198,1.5843299423271422e6
3.912,-164718.66508655084,-162460.18679235262,1.5739820047878756e6
3.92,-157929.59074297216,-147617.56384844022,1.5623092188777612e6
3.928,-151348.83355392524,-132873.0681527851,1.5493457911053298e6
3.936,-144976.32609861172,-118290.20581593887,1.535091397640784e6
3.944,-138812.0539273591,-103934.90241864676,1.5195747940680068e6
3.952,-132854.43448475955,-89851.55967001029,1.5027828048103075e6
3.96,-127112.0324487508,-76094.5860048022,1.4847734174403755e6
3.968,-121568.20836877247,-62715.09202830313,1.4655254178509412e6
3.976,-116220.50377303846,-49753.923795771436,1.4451285747384331e6
3.984,-111063.03170331397,-37255.30188512961,1.4235751481121765e6
3.992,-106084.51244062431,-25239.708292054842,1.400916781351935e6
4.0,-101270.86425472471,-13754.397637332957,1.3771260239695748e6
4.008,-96615.90290054644,-2835.1900942815,1.3522590487416198e6
4.016,-92098.81430679803,7500.310602985983,1.3263731580941123e6
4.024,-87712.5555727254,17234.028634831422,1.2994551142078813e6
4.032,-83440.40084650635,26350.815590525475,1.271506421720304e6
4.04,-79272.87048769016,34829.00795050438,1.24259351168318e6
4.048,-75182.33307124412,42661.99501943199,1.212737983786594e6
4.056,-71166.69814725909,49845.250469871695,1.182019420303551e6
4.064,-67208.80225591615,56371.35245575263,1.1504100907993275e6
4.072,-63285.251135065555,62248.47104626195,1.118001899766605e6
4.08,-59384.050986928196,67475.5384325794,1.0847714354281533e6
4.088,-55481.44239300954,72068.86738650147,1.0507377481090517e6
4.096,-51571.42730180371,76035.95071622725,1.0159674780423755e6
4.104,-47634.87650762544,79395.16399639515,980509.7919634795
4.112,-43653.95040870275,82159.75484752703,944405.5071257097
4.12,-39626.56570962402,84347.00831767659,907628.0491722632
4.128,-35520.04130338606,85984.95981166977,870271.5855022885
4.136,-31333.013745913104,87101.737403223,832362.3194166754
4.144,-27052.871222958074,87723.95719474518,793903.8756547
4.152,-22668.3872125028,87881.33314292975,754972.7712825624
4.16,-18166.57370881415,87601.95853028122,715584.2619280764
4.168,-13539.655485747644,86917.7855058732,675777.7273502435
4.176,-8779.474841483887,85872.08965901306,635610.1739258193
4.184,-3879.0140098756524,84489.97474595097,595049.865814635
4.192,1160.6566991414973,82807.4258718105,554221.8506089537
4.2,6352.365085544687,80867.57871273415,513096.09697636834
4.208,11692.869893433368,78694.34138466428,471757.95409449673
4.216,17188.765241627952,76330.31195553021,430165.64281293197
4.224,22839.4177925419,73810.50525068928,388436.5231039581
4.232,28638.780323688596,71179.52442315534,346506.03798802104
4.24,34577.22455849709,68465.23838816941,304493.26109706174
4.248,40665.348756756866,65700.99518570375,262407.7135036893
4.256,46887.11753973231,62922.64467875468,220273.48998036535
4.264,53240.67911552186,60161.232442159424,178109.85501804654
4.272,59724.6556509419,57449.687172667866,136012.397025198
4.28,66319.37284937274,54815.26006373533,93922.23195983209
4.288,73016.02830099511,52288.932682256585,51905.30989315149
4.296,79803.90462964495,49898.59042782885,10048.70971750023
4.304,86660.5537361425,47658.560175262435,-31694.92493704393
4.312,93594.22037833219,45591.79769613277,-73269.76780978146
4.32,100575.26199560522,43719.64334210908,-114667.46686602212
4.328,107584.19451157286,42075.19714657818,-155808.20749629405
4.336,114617.3229747627,40656.72353034639,-196731.47090902244
4.344,121647.51500980281,39488.080142303974,-237326.25068078484
4.352,128658.20013107588,38571.61138635732,-277620.0784746204
4.36,135640.45056646795,37925.69953206089,-317590.78312084946
4.368,142559.97778964016,37555.1898799155,-357185.24002750637
4.376,149405.470335597,37463.41037937663,-396401.176260617
4.384,156159.13976944733,37652.641627510886,-435152.14100293635
4.392,162794.27784183357,38121.37219336855,-473528.93385411665
4.4,169295.42430841218,38871.99943917624,-511409.82545640564
4.408,175644.609582355,39894.73227520611,-548816.1901143453
4.416,181816.5946327063,41191.81704897193,-585715.5612053846
4.424,187792.44576564364,42739.01146896214,-622043.2514583865
4.432,193553.97368085178,44534.231754861044,-657818.9001178026
4.44,199075.31765835758,46563.17399529621,-693061.6060221078
4.448,204352.14432900478,48816.03828869712,-727647.0490242109
4.456,209358.7491819613,51276.786504345415,-761604.6761751003
4.464,214079.718706718,53927.87757737598,-794959.8468808971
4.472,218495.67552555146,56742.44156372908,-827640.4144320731
4.48,222586.68419661414,59714.84920977826,-859612.5235516862
4.488,226344.8131758236,62809.69667295993,-890896.6205864364
4.496,229751.6255406493,66010.98996769897,-921456.9247538937
4.504,232788.86848145523,69298.7784490248,-951313.912493405
4.512,235453.8602202853,72654.47821037655,-980395.6653855173
4.52,237726.5512837767,76044.3197344712,-1.0087265534742826e6
4.528,239606.8246708431,79453.86787941484,-1.0362677876696114e6
4.536,241075.95717431337,82850.06136059572,-1.0629994366432717e6
4.544,242127.2185684765,86219.27422424883,-1.0889004410025522e6
4.552,242755.92334013616,89534.95006677342,-1.1139685312782598e6
4.56,242957.3254424276,92765.97209282257,-1.1382109474681614e6
4.568,242729.59278188666,95896.71287443831,-1.1615978593322767e6
4.576,242065.44566287962,98899.95085628908,-1.184117413651585e6
4.584,240958.60584624068,101743.88750755807,-1.205752779751562e6
4.592,239417.31377561213,104418.57797657569,-1.226474660451081e6
4.6,237440.28591064998,106905.65753302972,-1.2462770095717537e6
4.608,235027.46701657274,109176.15936271836,-1.2651919834161336e6
4.616,232188.9219605151,111225.39388236667,-1.2831632197452553e6
4.624,228919.12007981996,113026.30299567796,-1.3001793464253745e6
4.632,225227.47766665067,114561.0216916638,-1.316256967105913e6
4.64,221123.21891456502,115825.65743951066,-1.3313650143347236e6
4.648,216613.7087240947,116802.46792610423,-1.3455206989626929e6
4.656,211710.22979969613,117483.64012973996,-1.3586894037558462e6
4.664,206429.35008897772,117849.90775131447,-1.370906247984481e6
4.672,200778.95516031294,117905.54080087575,-1.382141687388335e6
4.68,194767.37998971966,117632.77882785328,-1.3923520797784526e6
4.688,188414.25976081842,117033.86951621869,-1.401563328450259e6
4.696,181728.66665120795,116106.3137885298,-1.4097897082291092e6
4.704,174730.99639394533,114850.10944786553,-1.4170586537360058e6
4.712,167434.0022308867,113265.05347362353,-1.4232778428305276e6
4.72,159858.01174933033,111346.95355706618,-1.4285026699263272e6
4.728,152021.65016054586,109107.0591544978,-1.4327263712538814e6
4.736,143945.4061041662,106551.9232255079,-1.4359248167145276e6
4.744,135650.60448477013,103687.8477573728,-1.4381213123203092e6
4.752,127152.62157907322,100523.18337161967,-1.4393214192097837e6
4.76,118475.94031596307,97072.89860713494,-1.4395442782160703e6
4.768,109640.38583439459,93348.95324329745,-1.4387236664266957e6
4.776,100668.78482755588,89363.21895718768,-1.4368923943474777e6
4.784,91573.82554053879,85123.84522999113,-1.4340932402345226e6
4.792,82383.67817473407,80658.62106328474,-1.4302587995894724e6
4.8,73119.3654854805,75982.5812609423,-1.425441974634302e6
4.808,63809.42387950153,71108.5730726941,-1.4197051555044411e6
4.816,54473.98369181672,66057.44207248965,-1.4129652320912236e6
4.824,45127.74957494993,60854.695864782414,-1.4052567233568078e6
4.832,35796.43340778518,55521.356286298076,-1.3965811920017817e6
4.84,26502.02480766418,50075.66342958321,-1.386972660207344e6
4.848,17273.687046399617,44523.719499271,-1.376430775715662e6
4.856,8134.572927497199,38919.117376294824,-1.3649525006688675e6
4.864,-910.3443732630898,33267.19476743387,-1.3525724856078625e6
4.872,-9828.323503570386,27596.029724005566,-1.3392740830477804e6
4.88,-18594.415321582597,21916.94145607978,-1.3250619010541658e6
4.888,-27199.576550416776,16266.901460103436,-1.3099808973618506e6
4.896,-35612.96246940495,10658.66680405474,-1.2939954835925668e6
4.904,-43819.15455485962,5124.353942067786,-1.277186833629846e6
4.912,-51807.03054574016,-309.96820930637534,-1.2595031133657738e6
4.92,-59551.6614356425,-5621.5496972100855,-1.2409994894643587e6
4.928,-67040.79948243109,-10794.051592102247,-1.2216768235447616e6
4.936,-74245.69911902469,-15807.22994117091,-1.2015468500073978e6
4.944,-81160.73597198931,-20642.94072014825,-1.1806459705005079e6
4.952,-87771.05535004668,-25281.494928877564,-1.158965335815162e6
4.96,-94054.0393535266,-29699.287794490927,-1.1365369034066536e6
4.968,-100006.8090457847,-33884.1136347411,-1.1133571550639814e6
4.976,-105612.1736380095,-37822.60137937266,-1.0894675439398629e6
4.984,-110856.27345848612,-41490.36718640316,-1.0648740389248447e6
4.992,-115733.27769293457,-44880.18619154401,-1.0395555570487827e6
5.0,-120225.2296169222,-47974.436843566,-1.0135847428980314e6
5.008,-124328.93088305014,-50762.099385735346,-986970.7565176801
5.016,-128039.48322414371,-53243.22132891472,-959746.0150097625
5.024,-131340.0484349957,-55400.61398656846,-931908.1392333984
5.032,-134226.9900426611,-57230.20742048141,-903473.4878033742
5.04,-136700.62768007026,-58727.47917608065,-874481.9891775126
5.048,-138752.79419989756,-59890.32085946875,-844883.7372829259
5.056,-140378.30592779868,-60713.81537624939,-814780.891825429
5.064,-141585.29406035002,-61190.16457839284,-784154.0632973583
5.072,-142363.91177940986,-61333.249591327556,-753038.86615505
5.08,-142718.04921789403,-61131.78501791098,-721498.7681157116
5.088,-142643.35107730966,-60594.650697905265,-689467.9160688336
5.096,-142140.83189123767,-59733.515883525804,-656991.6908453958
5.104,-141218.0331754858,-58552.348995505,-624125.8899046469
5.112,-139870.69157601317,-57051.27155649026,-590853.1963794448
5.12,-138121.18174745212,-55255.30825135568,-557236.4362197137
5.128,-135960.92134748359,-53157.02847083892,-523264.581742191
5.136,-133401.20313432123,-50779.88887621067,-488967.7377666722
5.144,-130447.25332074476,-48143.95155800992,-454394.79635727603
5.152,-127109.90502516157,-45251.827377961294,-419532.32347273926
5.16,-123400.74147663669,-42133.090035272144,-384408.6532181519
5.168,-119328.48944588602,-38785.196200343686,-349046.6994324683
5.176,-114905.31046413211,-35239.90145240865,-313462.18564999284
5.184,-110141.5192413163,-31508.51367856042,-277692.051159071
5.192,-105051.87843362687,-27621.284255438437,-241776.01917844347
5.2,-99654.74977513106,-23584.025606001134,-205700.3010368464
5.208,-93963.45852555471,-19438.846071663385,-169497.94803456787
5.216,-87992.64437030915,-15186.76194323062,-133197.72417901273
5.224,-81756.49240883488,-10860.736202648577,-96807.46714437794
5.232,-75279.53016745116,-6482.425758627343,-60376.85417363162
5.24,-68580.90698160445,-2073.9553246365163,-23901.65698669967
5.248,-61669.96829795059,2345.574608774517,12574.904178742048
5.256,-54573.99788022361,6756.596260324785,49066.30457817686
5.264,-47309.48300153028,11131.3463779019,85528.373923265
5.272,-39897.324106715845,15439.140548257426,121908.81081647759
5.28,-32369.935874165294,19662.619357489348,158254.73086295527
5.288,-24732.555635247558,23784.177364549476,194502.13757556482
5.296,-17018.79246381897,27773.2555093148,230574.22890445063
5.304,-9251.559705992186,31615.44893581635,266532.61563785083
5.312,-1448.4534642217527,35277.24138123842,302321.15112758643
5.32,6360.5707065287115,38751.12447812239,337939.6238324503
5.328,14153.018495739349,42003.59567798415,373301.31663273607
5.336,21909.79469051618,45031.84191794171,408447.9043356925
5.344,29603.082233813617,47806.33789630145,443309.5113780719
5.352,37208.976915339044,50301.97576515548,477915.70121576765
5.36,44698.05728480597,52521.27576562917,512201.10744826973
5.368,52048.90048861139,54426.021282941736,546192.0173725956
5.376,59238.79218097876,56015.86968114147,579814.2085713216
5.384,66244.79212732166,57284.62195979875,613098.0444566059
5.392,73035.30185384119,58215.309039072396,645991.5829568525
5.4,79591.07195539218,58793.61436428841,678445.4056438276
5.408,85886.65595268848,59021.99934764871,710452.2655105956
5.416,91900.76054365346,58886.2575563859,742009.7208843909
5.424,97605.02801445141,58388.376004813166,773120.7318469773
5.432,102981.4124592881,57517.484706126634,803699.4108134744
5.44,108009.66211386799,56273.367047183325,833742.0522186088
5.448,112666.63265261022,54656.19569730061,863251.9256568052
5.456,116926.88120307671,52662.068851225566,892166.0731776648
5.464,120781.99867258099,50287.754325321104,920518.6034628723
5.472,124204.82463968433,47551.76642709269,948255.4846561722
5.48,127179.83848058806,44444.68996156082,975347.0830035884
5.488,129692.09517721704,40983.424948206935,1.0017753925178647e6
5.496,131726.15517216126,37181.25648712494,1.027543142212402e6
5.504,133259.95369914448,33040.05639566042,1.0526480028546988e6
5.512,134287.70866194135,28577.93761955272,1.0770539299291603e6
5.52,134793.45380171266,23810.966773182216,1.100711389184225e6
5.528,134771.6407571036,18742.9561552734,1.1236070093108471e6
5.536,134211.1681559679,13396.397824250796,1.1457346553978845e6
5.544,133101.9278451767,7786.612803702772,1.1670771565936736e6
5.552,131439.19808932638,1929.3550221675266,1.187640346606591e6
5.56,129215.23769524708,-4154.990606538027,1.20734691680949e6
5.568,126429.49560920663,-10438.524161049385,1.2262514377469912e6
5.576,123078.10156125182,-16913.665337285216,1.244293869657643e6
5.584,119162.78823350217,-23550.657171912815,1.261452203820428e6
5.592,114684.30160809796,-30329.249283257188,1.2777116070599307e6
5.6,109647.85177654818,-37207.63422736529,1.2930900422250512e6
5.608,104057.3417064252,-44165.79064708527,1.3075030440629597e6
5.616,97914.27321104692,-51186.263343530256,1.3210046123914802e6
5.624,91234.61625500207,-58245.07825160548,1.3335891551529095e6
5.632,84029.55057129801,-65316.555449081185,1.3452207932486248e6
5.64,76305.99506472575,-72370.73684843293,1.3558507781447326e6
5.648,68079.37895586669,-79373.25006984989,1.3655512375747336e6
5.656,59362.40653309486,-86303.4967461828,1.3742155057439466e6
