timestep,xmain,pmain,xhigh,phigh,xlow,plow
0.712,-222462.1673770977,-1.0461374647606446e6,309788.63991358905,-137362.31545243473,-917690.7524452863,-1.1661215732323457e6
0.72,-279824.00363851566,-1.0321910854604241e6,298671.31839223683,-160294.57508679244,-946755.7276827489,-1.14268030721863e6
0.728,-336460.2755852559,-1.0151302014251918e6,285757.08045531163,-182414.47189490855,-975294.5614735223,-1.1186037653370337e6
0.736,-392095.0525237076,-995111.5091416351,271267.7169053247,-203548.72024259466,-1.0030887432891552e6,-1.0937715666733657e6
0.744,-446478.3414696732,-971814.9470559302,255106.5136175281,-223279.74078519517,-1.0300804997115299e6,-1.0682711336325714e6
0.752,-499480.97842951556,-945692.2323492977,237513.7790115101,-241842.77760975383,-1.056595369909645e6,-1.042072555861398e6
0.76,-551054.831055094,-916647.8100924607,218735.9342857443,-259057.33996604985,-1.0824115724313185e6,-1.0151782521037103e6
0.768,-600831.6038574732,-884835.6919273384,198643.0704866858,-274793.31973306625,-1.1075937497211846e6,-987644.264703642
0.776,-648774.1737526755,-850128.543953728,177340.37348164903,-289009.60049307474,-1.1320426634393386e6,-959426.4227104551
0.784,-694796.1115136422,-812902.2533352775,155010.73184162463,-301529.51344068587,-1.1558019442447645e6,-930656.5488791979
0.792,-738657.1933128834,-773519.6360098353,131981.1830379161,-312348.0710429038,-1.1787986191372382e6,-901280.868826721
0.8,-780271.8868633002,-731579.4815460418,108114.00127320012,-321404.54769759794,-1.2011087806237764e6,-871364.1432210453
0.808,-819497.1507903513,-687215.9055424669,83566.12293304375,-328613.4452952737,-1.2226197434839488e6,-840891.0728424329
0.816,-856220.7111535664,-640821.8683311659,58466.888260891836,-333977.1801094455,-1.2433399612571627e6,-809888.7961056817
0.824,-890324.2913354235,-592575.6425812101,33169.88826735046,-337417.9362508242,-1.2633925529823154e6,-778401.6128113841
0.832,-921715.2188867129,-542398.4980073469,7685.94951469582,-339012.56795541605,-1.282415143317444e6,-746398.8777100947
0.84,-950270.7839357576,-490656.1495917326,-17866.67881471646,-338598.021857111,-1.3007840011344084e6,-713933.6735534617
0.848,-975948.1012646335,-437397.1146831508,-43504.01022466532,-336271.09507254977,-1.318307317312596e6,-681003.4451887645
0.856,-998648.6001131843,-382903.0079248529,-68775.04303370551,-332026.9506616317,-1.3349738702158437e6,-647654.3876214877
0.864,-1.0183190426346582e6,-327175.8667443328,-93544.5660451805,-325895.26988042437,-1.3507481415696281e6,-613889.988052592
0.872,-1.0348248589563739e6,-270512.1067404061,-117745.42474790756,-317902.300598242,-1.365736553097997e6,-579742.9893318668
0.88,-1.0481733190483243e6,-212676.78376555385,-141321.04246256105,-308123.45522243105,-1.37989224183815e6,-545232.7990219836
0.888,-1.058273512139409e6,-154440.3609598642,-164063.44293610207,-296592.4636504881,-1.393072865456322e6,-510376.5588511779
0.896,-1.0651962734289232e6,-95655.21401235665,-185882.60494634425,-283380.8822451156,-1.4054727843073062e6,-475203.2024340466
0.904,-1.0688546090074948e6,-36631.892759432725,-206620.63782948753,-268565.77424660267,-1.4169178183738731e6,-439732.2392426102
0.912,-1.0692712474810304e6,22543.26034073913,-226279.34895021957,-252228.26129078155,-1.4274633214712967e6,-403983.4829804353
0.92,-1.0664185766041696e6,81594.40292204604,-244709.48474393866,-234453.43331921668,-1.4371415942805659e6,-367978.75223953056
0.928,-1.0603347694144235e6,140440.98255919875,-261722.92576361238,-215338.98877668072,-1.4458803180030556e6,-331743.3804908165
0.936,-1.0509526364810497e6,198791.55101811374,-277153.63392724027,-195020.20206549863,-1.4537486974317126e6,-295300.60871043365
0.944,-1.0383831982349134e6,256556.9099490236,-291042.89892272366,-173606.15424346752,-1.4606563510926866e6,-258671.03246495328
0.952,-1.0226338489646994e6,313629.5863492917,-303314.8877555801,-151181.3354812128,-1.4667217769909364e6,-221879.8410006271
