timestep,xmain,pmain,xhigh,phigh,xlow,plow
82.136,3.2432944679917404e6,2.9901354538149335e6,32038.12823079595,-30129.744920435878,1.0041416421742531e6,-444072.74451576086
82.144,3.4036138088567597e6,2.8073809224474886e6,29707.20514546834,-31415.207737482215,992650.7086638008,-468110.63399448857
82.152,3.5535861491855066e6,2.6159615293078995e6,27294.39982002555,-32578.391340135582,980583.1243610334,-491925.3581250708
82.16,3.6927480503501673e6,2.4164593753835615e6,24795.173886362838,-33618.46403550053,967906.1802728421,-515518.50759427855
82.168,3.8206697375853774e6,2.209481508983181e6,22234.478639460704,-34577.590248630324,954619.3770494357,-538888.89932029
82.176,3.9369544031658242e6,1.9956580673141351e6,19603.96432745271,-35406.99547228539,940766.9450510648,-562006.6410319502
82.184,4.0412422757710065e6,1.7756402989407952e6,16909.86332096169,-36203.86247075363,926338.0542987788,-584851.7949024106
82.192,4.1332090313528725e6,1.5500988749189733e6,14152.459876392324,-36852.49602805812,911363.8954960831,-607429.480677468
82.2,4.212568242047625e6,1.3197215462338508e6,11357.11347688584,-37363.64305726781,895809.7094081314,-629731.9666449575
82.208,4.279072096659642e6,1.0852113393684984e6,8530.303695915112,-37820.95449765011,879668.9980419824,-651715.0273677319
82.216,4.3325113304707045e6,847283.7833730552,5671.3851994901215,-38140.279321405236,862984.605298125,-673397.0337253336
82.224,4.372717272033918e6,606665.4810371783,2781.8257869591544,-38388.10970029342,845787.9590332067,-694755.3224320107
82.232,4.399561690725966e6,364091.9416291995,-120.51332424667004,-38535.38879232373,828049.1169989686,-715767.0212967492
82.24,4.412956908766241e6,120303.7825489526,-3033.4970888132093,-38476.14138822891,809777.3226754941,-736437.1314302195
82.248,4.4128559664708255e6,-123953.26050026859,-5935.62392063964,-38362.1469282442,790977.7436387213,-756748.3062109915
82.256,4.399253836250298e6,-367932.00966363825,-8824.03012401381,-38072.762403883105,771701.9447621588,-776683.5193833077
82.264,4.372186599300983e6,-610886.0759799065,-11679.163590705872,-37691.061605323404,751914.5051852064,-796221.4315066395
82.272,4.331731348348453e6,-852071.6645036614,-14506.136421708774,-37212.90734191818,731647.2005173307,-815351.1144468596
